Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
HATS-1 b,0.107,0.128,0.047,1.3,1.855,1629.0,1370.0,3.433,3.4465,2.4168,10.6,283.97,5870.0,4.59,True,nexsci
HATS-22 b,0.005,0.05,0.014,0.95,2.74,1021.0,858.0,3.874,4.7228,2.1912,10.9,229.52,4803.0,4.64,True,nexsci
HATS-23 b,0.188,0.116,0.063,1.86,1.47,1970.0,1657.0,3.023,2.1605,1.8048,12.3,639.0,5780.0,4.33,True,nexsci
HATS-24 b,0.46,0.174,0.042,1.4,2.26,2409.0,2026.0,3.459,1.3485,2.4192,11.4,494.18,6125.0,4.37,True,nexsci
HATS-25 b,0.048,0.073,0.083,1.26,0.613,1520.0,1278.0,2.981,4.2986,3.204,11.4,471.16,5715.0,4.35,True,nexsci
HATS-26 b,0.256,0.109,0.119,1.75,0.65,2285.0,1922.0,2.721,3.3024,5.2152,11.4,861.84,6071.0,3.94,True,nexsci
HATS-27 b,0.107,0.071,0.099,1.5,0.53,1970.0,1657.0,2.766,4.637,4.8312,11.6,816.99,6438.0,4.11,True,nexsci
HATS-28 b,0.037,0.06,0.058,1.19,0.672,1488.0,1251.0,3.068,3.1811,2.3544,12.1,535.38,5498.0,4.48,True,nexsci
HATS-29 b,0.046,0.089,0.1,1.25,0.653,1437.0,1209.0,3.015,4.6059,3.2112,10.9,353.89,5670.0,4.39,True,nexsci
HATS-30 b,0.095,0.102,0.088,1.18,0.706,1682.0,1414.0,3.103,3.1744,2.7504,10.8,342.14,5943.0,4.42,True,nexsci
HATS-31 b,0.189,0.092,0.072,1.64,0.88,2170.0,1825.0,2.909,3.378,4.5936,11.6,773.97,6050.0,4.0,True,nexsci
HATS-32 b,0.05,0.049,0.032,1.25,0.92,1709.0,1437.0,3.165,2.8127,2.8536,12.7,745.12,5700.0,4.4,True,nexsci
HATS-33 b,0.164,0.163,0.081,1.23,1.192,1698.0,1428.0,3.291,2.5496,2.676,10.3,248.46,5659.0,4.45,True,nexsci
HATS-34 b,0.094,0.086,0.059,1.43,0.941,1716.0,1443.0,3.057,2.1062,1.5552,12.1,508.84,5380.0,4.44,True,nexsci
HATS-35 b,0.381,0.146,0.071,1.46,1.222,2415.0,2031.0,3.15,1.821,3.1176,11.1,514.55,6300.0,4.24,True,nexsci
HATS-36 b,0.024,0.034,0.007,1.15,3.216,1565.0,1316.0,3.778,4.1752,3.3792,12.8,856.44,5950.0,4.4,True,nexsci
HATS-39 b,0.112,0.078,0.098,1.57,0.63,1957.0,1646.0,2.802,4.5776,3.732,11.5,878.52,6572.0,4.16,True,nexsci
HATS-3 b,0.177,0.12,0.075,1.38,1.071,1957.0,1645.0,3.144,3.5479,3.5856,10.7,411.21,6351.0,4.22,True,nexsci
HATS-40 b,0.156,0.057,0.023,1.58,1.59,2491.0,2095.0,3.198,3.2643,5.3304,12.1,1342.29,6460.0,3.92,True,nexsci
HATS-41 b,0.064,0.041,0.003,1.33,9.7,1995.0,1678.0,4.133,4.1936,2.196,11.5,737.67,6424.0,4.14,True,nexsci
HATS-42 b,0.144,0.068,0.021,1.4,1.88,2201.0,1851.0,3.376,2.2921,3.2664,12.2,800.38,6060.0,4.2,True,nexsci
HATS-43 b,0.015,0.069,0.213,1.18,0.261,1184.0,995.0,2.667,4.3888,2.9885,11.6,362.27,5099.0,4.54,True,nexsci
HATS-44 b,0.023,0.044,0.044,1.07,0.56,1406.0,1182.0,3.086,2.7439,1.6512,12.2,446.04,5080.0,4.51,True,nexsci
HATS-45 b,0.053,0.047,0.046,1.29,0.7,1810.0,1522.0,3.021,4.1876,3.0456,12.1,772.11,6450.0,4.31,True,nexsci
HATS-46 b,0.008,0.029,0.104,0.9,0.173,1254.0,1055.0,2.721,4.7424,2.4336,12.0,453.81,5495.0,4.54,True,nexsci
HATS-4 b,0.05,0.064,0.024,1.02,1.323,1570.0,1321.0,3.499,2.5167,2.5272,11.6,416.46,5403.0,4.51,True,nexsci
OGLE-2018-BLG-1011L c,,,,1.18,2.8,,,3.698,,,,7100.0,,,False,nexsci
HATS-50 b,0.033,0.041,0.065,1.13,0.39,1618.0,1361.0,2.879,3.8297,3.0792,12.3,756.74,5990.0,4.41,True,nexsci
HATS-51 b,0.138,0.105,0.088,1.41,0.768,1840.0,1547.0,2.981,3.3489,3.3216,10.9,389.57,5758.0,4.2,True,nexsci
HATS-52 b,0.258,0.116,0.029,1.38,2.24,2234.0,1879.0,3.463,1.3667,2.0904,12.1,555.13,6010.0,4.45,True,nexsci
HATS-53 b,0.051,0.071,0.084,1.34,0.595,1557.0,1309.0,2.915,3.8538,3.5064,12.0,585.77,5644.0,4.34,True,nexsci
HATS-5 b,0.013,0.054,0.143,0.91,0.237,1219.0,1025.0,2.849,4.7634,2.9856,10.7,246.38,5304.0,4.53,True,nexsci
HATS-6 b,0.002,0.053,0.147,1.0,0.319,847.0,712.0,2.9,3.3253,2.041,11.2,169.32,3724.0,4.68,True,nexsci
HATS-7 b,0.008,0.023,0.061,0.56,0.12,1292.0,1087.0,2.972,3.1853,2.2992,11.0,240.71,4985.0,4.54,True,nexsci
HATS-8 b,0.016,0.022,0.073,0.87,0.138,1574.0,1323.0,2.652,3.5839,3.0312,12.7,794.64,5679.0,4.39,True,nexsci
HD 100546 b,,,,6.9,752.0,112.0,95.0,4.593,,,5.4,109.68,10500.0,4.33,False,nexsci
HD 103720 b,,,,1.26,0.62,1101.0,926.0,2.986,4.5557,,7.3,45.54,5017.0,4.43,False,nexsci
HATS-9 b,0.201,0.082,0.044,1.24,0.837,2270.0,1909.0,3.133,1.9153,3.5083,11.5,638.7,5599.0,4.1,True,nexsci
HD 100655 b,,,,1.21,1.61,1079.0,907.0,3.435,157.57,,4.1,137.18,4891.0,2.79,False,nexsci
HD 103774 b,,,,1.19,0.367,1768.0,1487.0,2.808,5.8881,,6.0,56.41,6489.0,4.26,False,nexsci
HD 111998 b,,,,1.15,4.51,336.0,282.0,3.927,825.9,,5.0,33.22,6557.0,4.19,False,nexsci
HD 100777 b,,,,1.23,1.03,319.0,268.0,3.227,383.7,,6.7,49.53,5533.0,4.32,False,nexsci
HD 10180 c,,,,0.33,0.04122,1410.0,1186.0,2.978,5.7597,,5.9,38.96,5911.0,4.39,False,nexsci
HD 10180 d,,,,0.31,0.03697,996.0,837.0,2.985,16.357,,5.9,38.96,5911.0,4.39,False,nexsci
HD 113337 b,,,,1.18,2.83,482.0,405.0,3.702,324.0,,5.0,36.18,6577.0,4.21,False,nexsci
HD 10180 e,,,,0.48,0.079,687.0,578.0,2.928,49.748,,5.9,38.96,5911.0,4.39,False,nexsci
HD 10180 f,,,,0.47,0.0752,509.0,428.0,2.93,122.744,,5.9,38.96,5911.0,4.39,False,nexsci
HD 10180 g,,,,0.44,0.0673,299.0,251.0,2.939,604.67,,5.9,38.96,5911.0,4.39,False,nexsci
HD 113538 c,,,,1.24,0.93,119.0,100.0,3.176,1818.0,,5.6,16.28,4462.0,3.79,False,nexsci
HD 10180 h,,,,0.84,0.203,194.0,163.0,2.855,2205.0,,5.9,38.96,5911.0,4.39,False,nexsci
HD 101930 b,,,,0.95,0.25,496.0,417.0,2.838,70.46,,6.1,30.03,5108.0,4.33,False,nexsci
HD 102117 b,,,,0.76,0.17,929.0,781.0,2.868,20.8133,,5.8,39.58,5655.0,4.29,False,nexsci
HD 109271 b,,,,0.39,0.054,1340.0,1127.0,2.956,7.8543,,6.5,55.87,5783.0,4.28,False,nexsci
HD 102195 b,,,,1.27,0.41,1231.0,1035.0,2.799,4.1138,,6.2,29.34,5301.0,4.49,False,nexsci
HD 102272 b,,,,1.15,4.94,1234.0,1038.0,3.967,127.58,,6.3,347.1,4790.0,2.58,False,nexsci
HD 102329 b,,,,1.12,8.16,634.0,533.0,4.207,778.1,,5.4,217.11,4745.0,2.96,False,nexsci
HD 109271 c,,,,0.47,0.076,851.0,715.0,2.931,30.93,,6.5,55.87,5783.0,4.28,False,nexsci
HD 102365 b,,,,0.37,0.05,464.0,390.0,2.959,122.1,,3.5,9.29,5630.0,4.57,False,nexsci
HD 102956 b,,,,1.23,0.96,2146.0,1805.0,3.197,6.4947,,5.7,121.89,4985.0,3.38,False,nexsci
HD 103197 b,,,,0.52,0.09,565.0,475.0,2.916,47.84,,7.4,57.15,5250.0,4.45,False,nexsci
HD 104067 b,,,,0.73,0.16,478.0,402.0,2.873,55.806,,5.6,20.36,4937.0,4.49,False,nexsci
HD 10442 b,,,,1.21,1.487,279.0,234.0,3.401,1032.3,,5.6,135.37,4912.0,3.19,False,nexsci
HD 104985 b,,,,1.12,8.3,952.0,800.0,4.215,199.505,,3.3,100.58,4877.0,2.85,False,nexsci
HD 10647 b,,,,1.23,0.94,263.0,222.0,3.188,989.2,,4.3,17.34,6218.0,4.62,False,nexsci
HD 106252 b,,,,1.13,6.93,219.0,184.0,4.129,1531.0,,5.9,38.19,5874.0,4.36,False,nexsci
HD 106270 b,,,,1.11,10.13,282.0,237.0,4.309,1888.0,,5.9,93.81,5509.0,3.72,False,nexsci
HD 106315 b,0.002,0.006,0.025,0.22,0.03964,1374.0,1155.0,3.315,9.5524,3.775,7.9,109.35,6327.0,4.25,True,nexsci
HD 106906 b,,,,1.11,11.0,21.0,18.0,4.345,,,6.7,103.03,6516.0,3.9,False,nexsci
HD 106315 c,0.001,0.011,0.099,0.39,0.04782,1056.0,888.0,2.896,21.057,4.693,7.9,109.35,6327.0,4.25,True,nexsci
HD 10697 b,,,,1.13,6.383,294.0,247.0,4.093,1075.69,,4.6,33.12,5600.0,3.96,False,nexsci
HD 107148 b,,,,0.86,0.21,693.0,583.0,2.851,48.056,,6.5,49.42,5797.0,4.45,False,nexsci
HD 108147 b,,,,0.97,0.261,1236.0,1039.0,2.835,10.8985,,5.7,38.92,6256.0,4.36,False,nexsci
HD 108863 b,,,,1.18,2.414,583.0,491.0,3.633,437.7,,5.4,164.74,4878.0,3.07,False,nexsci
HD 108874 b,,,,1.21,1.42,323.0,271.0,3.381,394.4812,,7.1,59.52,5600.0,4.44,False,nexsci
HD 108874 c,,,,1.23,0.99,204.0,171.0,3.21,1624.0,,7.1,59.52,5551.0,4.36,False,nexsci
HD 109246 b,,,,1.24,0.86,603.0,507.0,3.142,68.27,,7.2,67.83,5844.0,4.46,False,nexsci
HD 109749 b,,,,0.99,0.27,1487.0,1251.0,2.832,5.2399,,6.7,63.08,5824.0,4.31,False,nexsci
HD 111232 b,,,,1.13,7.14,214.0,180.0,4.142,1143.0,,5.9,28.96,5512.0,4.45,False,nexsci
HD 111591 b,,,,1.15,4.4,502.0,422.0,3.916,1056.4,,,114.17,4884.0,3.1,False,nexsci
HD 113996 b,,,,1.14,6.3,950.0,799.0,4.08,610.2,,1.5,116.33,4181.0,1.86,False,nexsci
HD 114386 b,,,,1.22,1.14,184.0,155.0,3.278,937.7,,6.4,27.92,4836.0,4.45,False,nexsci
HD 114613 b,,,,1.17,0.357,205.0,172.0,2.811,4000.0,,3.3,20.28,5641.0,3.87,False,nexsci
HD 114729 b,,,,1.24,0.825,283.0,238.0,3.124,1121.79,,5.1,37.81,5844.0,4.05,False,nexsci
HD 114762 b,,,,1.11,10.69,614.0,517.0,4.333,83.9151,11.76,5.8,40.19,5869.0,4.18,False,nexsci
HD 11977 b,,,,1.13,6.54,652.0,548.0,4.104,711.0,,2.6,67.93,4970.0,2.9,False,nexsci
HD 114783 b,,,,1.23,1.1,251.0,211.0,3.256,493.7,,5.5,21.06,5135.0,4.53,False,nexsci
HD 11506 b,,,,1.15,4.83,235.0,198.0,3.957,1622.1,,6.2,51.26,6030.0,4.43,False,nexsci
HD 11506 c,,,,1.27,0.408,455.0,383.0,2.797,223.41,,6.2,51.26,6030.0,4.3,False,nexsci
HD 147018 c,,,,1.13,6.56,218.0,183.0,4.105,1008.0,,6.6,40.43,5441.0,4.42,False,nexsci
HD 116029 b,,,,1.21,1.4,476.0,400.0,3.375,670.0,,5.5,123.25,4819.0,2.98,False,nexsci
HD 117207 b,,,,1.2,1.926,175.0,147.0,3.521,2621.75,,5.7,32.35,5732.0,4.37,False,nexsci
HD 11755 b,,,,1.14,5.63,1074.0,903.0,4.031,433.7,,3.8,235.04,4312.0,1.67,False,nexsci
HD 147018 b,,,,1.19,2.12,619.0,521.0,3.569,44.236,,6.6,40.43,5441.0,4.42,False,nexsci
HD 117618 b,,,,0.77,0.174,887.0,746.0,2.866,25.8,,5.7,37.78,5990.0,4.41,False,nexsci
HD 118203 b,,,,1.18,2.79,1824.0,1534.0,3.696,6.1335,,6.5,92.26,5864.0,4.08,False,nexsci
HD 11964 b,,,,1.26,0.622,243.0,204.0,2.987,1945.0,,4.5,33.54,5303.0,3.79,False,nexsci
HD 141399 b,,,,1.28,0.451,588.0,494.0,2.834,94.44,,5.5,37.02,5600.0,4.28,False,nexsci
HD 11964 c,,,,0.48,0.0788,901.0,758.0,2.928,37.91,,4.5,33.54,5303.0,3.79,False,nexsci
HD 120084 b,,,,1.15,4.5,409.0,344.0,3.926,2082.0,,3.6,103.04,4892.0,2.71,False,nexsci
HD 121504 b,,,,1.21,1.51,622.0,523.0,3.408,63.33,,6.1,41.66,6027.0,4.59,False,nexsci
HD 12484 b,,,,1.17,2.98,623.0,524.0,3.732,58.83,,6.7,48.34,5920.0,4.65,False,nexsci
KMT-2018-BLG-0748L b,,,,0.8,0.19,,,2.862,,,,7300.0,,,False,nexsci
HD 125595 b,,,,0.21,0.02,818.0,688.0,3.034,9.6737,,6.4,28.2,4691.0,4.17,False,nexsci
HD 125612 b,,,,1.17,3.1,293.0,246.0,3.749,557.04,,6.8,57.62,5841.0,4.45,False,nexsci
HD 125612 c,,,,0.39,0.055,1499.0,1261.0,2.955,4.1551,,6.8,57.62,5841.0,4.41,False,nexsci
HD 132563 b,,,,1.21,1.49,254.0,214.0,3.402,1544.0,,7.4,105.16,6289.0,4.3,False,nexsci
HD 125612 d,,,,1.13,7.28,170.0,143.0,4.15,2835.0,,6.8,57.62,5841.0,4.41,False,nexsci
HD 12648 b,,,,1.2,1.96,1253.0,1053.0,3.528,133.6,,4.7,182.19,4835.0,2.18,False,nexsci
HD 126614 b,,,,1.27,0.41,238.0,200.0,2.799,1244.0,,7.1,73.1,5568.0,4.3,False,nexsci
HD 12661 b,,,,1.18,2.43,387.0,325.0,3.636,262.7086,,5.9,37.85,5645.0,4.36,False,nexsci
HD 12661 c,,,,1.2,1.812,207.0,174.0,3.494,1708.0,,5.9,37.85,5748.0,4.32,False,nexsci
HD 128311 b,,,,1.2,1.769,238.0,200.0,3.484,453.019,,5.1,16.33,4965.0,4.61,False,nexsci
HD 147513 b,,,,1.22,1.21,291.0,244.0,3.304,528.4,,3.9,12.9,5883.0,4.51,False,nexsci
HD 128311 c,,,,1.16,3.789,188.0,158.0,3.844,921.538,,5.1,16.33,4965.0,4.61,False,nexsci
HD 128356 b,,,,1.24,0.89,276.0,232.0,3.157,298.2,,6.0,26.15,4875.0,4.52,False,nexsci
HD 129445 b,,,,1.21,1.6,205.0,172.0,3.433,1840.0,,7.2,67.44,5605.0,4.31,False,nexsci
HD 141399 d,,,,1.22,1.18,262.0,220.0,3.293,1069.8,,5.5,37.02,5600.0,4.28,False,nexsci
HD 130322 b,,,,1.22,1.15,936.0,787.0,3.282,10.7087,,6.2,31.88,5387.0,4.52,False,nexsci
HD 131496 b,,,,1.2,1.8,413.0,347.0,3.491,896.0,,5.4,131.85,4846.0,3.18,False,nexsci
HD 131664 b,,,,1.08,19.12,197.0,166.0,4.609,1951.0,,6.6,52.81,5892.0,4.45,False,nexsci
HD 141399 e,,,,1.25,0.66,169.0,142.0,3.02,5000.0,,5.5,37.02,5600.0,4.28,False,nexsci
HD 13189 b,,,,1.11,10.95,1327.0,1116.0,4.343,471.6,,4.0,497.82,4175.0,1.62,False,nexsci
HD 132406 b,,,,1.14,5.38,273.0,229.0,4.011,974.0,,6.9,70.78,5783.0,4.2,False,nexsci
HD 133131 A b,,,,1.21,1.42,272.0,228.0,3.381,649.0,,6.9,51.47,5799.0,4.39,False,nexsci
HD 133131 A c,,,,1.28,0.42,154.0,129.0,2.803,3568.0,,6.9,51.47,5799.0,4.39,False,nexsci
HD 133131 B b,,,,1.18,2.5,134.0,112.0,3.648,5769.0,,6.9,51.3,5805.0,4.41,False,nexsci
HD 134987 b,,,,1.21,1.61,404.0,339.0,3.435,258.18,,4.9,26.18,5736.0,4.31,False,nexsci
HD 13908 b,,,,1.24,0.865,1181.0,993.0,3.144,19.382,,6.2,79.55,6255.0,4.11,False,nexsci
HD 134987 c,,,,1.24,0.82,149.0,125.0,3.121,5000.0,,4.9,26.18,5585.0,4.25,False,nexsci
HD 136418 b,,,,1.19,2.14,490.0,412.0,3.574,464.3,,,105.17,4989.0,3.45,False,nexsci
HD 139357 b,,,,1.11,9.76,594.0,500.0,4.293,1125.7,,3.4,112.09,4700.0,2.9,False,nexsci
HD 13931 b,,,,1.19,2.2,166.0,139.0,3.586,4218.0,,6.1,47.4,5867.0,4.36,False,nexsci
HD 14067 b,,,,1.12,7.8,527.0,443.0,4.188,1455.0,,4.1,142.02,4815.0,2.61,False,nexsci
HD 141937 b,,,,1.11,9.69,279.0,235.0,4.29,653.22,,5.8,33.36,5870.0,4.45,False,nexsci
HD 142022 A b,,,,1.15,4.44,185.0,156.0,3.92,1928.0,,6.0,34.28,5421.0,4.35,False,nexsci
HD 142245 b,,,,1.17,3.07,364.0,306.0,3.745,1299.0,,5.1,97.23,4922.0,3.65,False,nexsci
HD 142415 b,,,,1.2,1.67,337.0,284.0,3.459,386.3,,5.9,35.53,5940.0,4.44,False,nexsci
HD 143105 b,,,,1.22,1.21,2414.0,2030.0,3.304,2.1974,,5.5,46.78,6380.0,4.37,False,nexsci
HD 142 b,,,,1.22,1.25,430.0,362.0,3.318,349.7,,4.5,26.19,6245.0,4.62,False,nexsci
HD 142 c,,,,1.14,5.3,167.0,140.0,4.005,6005.0,,4.5,26.19,6245.0,4.62,False,nexsci
HD 143361 b,,,,1.16,3.532,215.0,181.0,3.813,1039.15,,7.5,68.51,5507.0,4.47,False,nexsci
HD 145377 b,,,,1.14,6.02,527.0,443.0,4.06,103.95,,6.7,53.49,6014.0,4.47,False,nexsci
HD 145457 b,,,,1.19,2.23,1017.0,856.0,3.591,176.3,,4.1,135.29,4769.0,2.48,False,nexsci
HD 145934 b,,,,1.19,2.28,299.0,252.0,3.601,2730.0,,6.1,227.88,4824.0,3.23,False,nexsci
HD 1461 b,,,,0.22,0.02026,1408.0,1184.0,3.032,5.7715,,4.9,23.45,5765.0,4.38,False,nexsci
HD 147873 b,,,,1.15,5.14,717.0,603.0,3.984,116.596,,6.6,109.06,5972.0,3.86,False,nexsci
HD 147873 c,,,,1.19,2.3,444.0,374.0,3.605,491.54,,6.6,109.06,5972.0,3.86,False,nexsci
HD 148156 b,,,,1.24,0.85,254.0,214.0,3.137,1027.0,,6.4,57.13,6308.0,4.56,False,nexsci
HD 150706 b,,,,1.18,2.71,129.0,109.0,3.683,5894.0,,5.6,28.27,5961.0,4.5,False,nexsci
HD 155233 b,,,,1.18,2.6,451.0,379.0,3.665,818.8,,4.5,74.23,4960.0,3.17,False,nexsci
HD 148164 b,,,,1.22,1.23,402.0,338.0,3.311,328.55,,6.9,77.2,6032.0,4.16,False,nexsci
HD 148164 c,,,,1.15,5.16,161.0,136.0,3.985,5062.0,,6.9,77.2,6032.0,4.16,False,nexsci
